id,name,shortName,abbreviation,teamType,location,website,parentLeague,establishedDate,disbandedDate,genus,domain
"28520","Bakersfield Rollergirls","Bakersfield RG","BRG","Travel Team","Bakersfield, CA","https://www.facebook.com/bakersfield.rollergirls/info","","2006-01-01","2015-11-11","Womens","USA"
"38143","Bakersfield Rollergirls B Team","","","B Team","","","28520","2013-09-01","2014-11-16","Womens","USA"
"25247","Bakersfield's Diamond Revolution","","","Exhibition Team","","","","","","Womens","USA"
"25870","Bakken Derby Girls League","Williston","BDGL","Travel Team","Williston, ND","http://www.willistonwreckhers.com/","","2011-01-01","2014-08-31","Womens","USA"
"51684","Balboa Bandits","","","Home Team","","","18716","2014-01-01","2015-07-01","Womens","USA"
"23411","Ballarat Roller Derby League","Ballarat","BRDL","Travel Team","Delacombe, VIC, Australia","http://www.ballaratrollerderby.com.au/","","2008-06-01","","Womens","Australia"
"55756","Ballarat Roller Derby League (CoEd)","Ballarat (CoEd)","BRDL(C)","Travel Team","Delacombe, VIC, Australia","http://www.ballaratrollerderby.com.au/","","2013-01-01","2015-09-01","Coed","Australia"
"24642","Ballarat/Geelong Maul Rats","","","Exhibition Team","","","","","2010-06-13","Womens","Australia"
"72220","Baloney Ponies","","","Exhibition Team","","https://www.facebook.com/baloneyponies/?fref=ts","","","","Womens","Europe"
"39016","Balsam Mountain Junior Roller Derby","Balsam Mtn. Junior","BMJRD","Travel Team","Waynesville, NC","http://balsammountainrollergirls.com/junior-team/","","2012-04-20","2016-02-01","Junior","USA"
"18588","Balsam Mountain Roller Girls","Balsam Mountain","BMRG","Travel Team","Waynesville, NC","http://balsammountainrollergirls.com/","","2011-01-01","","Womens","USA"
"22784","Bam!b's","","","B Team","","","12502","","","Womens","USA"
"13209","Banana Belt-Herz","","","Home Team","","http://arkvalleyhighrollers.com/bananas/","6737","","2014-11-15","Womens","USA"
"14694","Bandettes","","","B Team","","http://sandiegorollerderby.com/sdrd/teams/rockettes/","14194","2010-01-01","","Womens","USA"
"32043","Bandits","","","B Team","","","24536","","","Womens","Australia"
"9955","Bandoleras","","","B Team","","","3398","","","Womens","USA"
"9329","Banger Sisters","","","Home Team","","http://www.northstarrollergirls.com/banger_sisters.html","3454","","","Womens","USA"
"26170","Bangor Roller Derby","Bangor","BRD","Travel Team","Bangor, ME","http://www.bangorrollerderby.com/","","2011-08-25","","Womens","USA"
"60784","Bangor Roller Derby B-Team","","","B Team","","","26170","2015-03-01","","Womens","USA"
"75294","Banshees","","","Home Team","","","24520","","","Womens","Australia"
"59140","Barbed Wire Betties","Barbed Wire Betties","BWB","Travel Team","Dekalb, IL","http://barbedwirebetties.com/","","2012-06-30","","Womens","USA"
"87640","Barcelona Rocknrollaz Roller Derby","Rocknrollaz","BRD","Travel Team","Barcelona, Spain","https://www.facebook.com/bcnrocknrollazrd/","","","","Mens","Europe"
"11040","Barcelona Roller Derby","Barcelona","BRD","Travel Team","Barcelona, Spain","http://barcelonarollerderby.wordpress.com/","","","","Womens","Europe"
"64537","BARD B: Bestias","","","B Team","","","25183","","","Womens",""
"88280","BARD C: Cerdas","","","B Team","","","25183","","","Womens",""
"87442","Barderas Insurrectas Roller Derby","Barderas Insurrectas","BIRD","Travel Team","Neuquén, Neuquén, Argentina","https://www.facebook.com/barderasinsurrectas/","","","","Womens",""
"18665","Barnsley Black Heart Rollers","Barnsley","BBHR","Travel Team","Barnsley, UK","http://www.facebook.com/pages/Barnsley-Black-Heart-Rollers/272301206216656","","","","Womens","Europe"
"19839","Barockcity and Friends","","","Exhibition Team","","","7733","","","Womens","Europe"
"7733","Barockcity Rollerderby","Barockcity","BCRD","Travel Team","Ludwigsburg, Germany","http://www.rollergirls-ludwigsburg.de/bcrd/","","","","Womens","Europe"
"57274","Baronnes Von Schlass","","","B Team","","http://www.rollerderbylille.fr/","19119","","","Womens","Europe"
"28393","Barrow Infernos","Barrow","FF","Travel Team","Barrow-in-Furness, UK","http://www.barrowinfernos.co.uk/","","","","Mens","Europe"
"16920","Bash Valley Clobber Girls","Bash Valley","BVCG","Travel Team","Terre Haute, Indiana ","http://www.clobbergirls.com/index.html","","2010-01-01","2012-01-01","Womens","USA"
"55652","Bashing Pumpkins","","","Exhibition Team","","","","2013-10-26","2013-10-27","Womens","Europe"
"59917","Basin Bombers Roller Derby","Basin Bombers","BBRD","Travel Team","Klamath Falls, Oregon","https://www.facebook.com/pages/Basin-Bombers-Roller-Derby/417288808373757","","2013-03-28","","Womens","USA"
"18820","Basingstoke Bullets Roller Derby","Basingstoke","BBRD","Travel Team","Basingstoke, UK","http://www.basingstokebullets.co.uk/","","2011-01-01","","Womens","Europe"
"56066","Bastardettes","","","Home Team","","","25271","","","Womens",""
"27808","Bat City Rebellion","Bat City","BCR","Exhibition Team","Austin, TX","http://batcityrebels.wpengine.com/","","","","Womens","USA"
"24956","Bath City Roller Girls","Bath City","BCRG","Travel Team","Shelby Charter Township, MI","http://bathcityrollergirls.com/","","2010-01-01","","Womens","USA"
"20653","Bath Roller Derby Girls","Bath Spartans","BRDG","Travel Team","Bath, UK","http://www.facebook.com/pages/Bath-Roller-Derby-Girls/305453802826680","","","","Womens","Europe"
"59715","Bath Roman Rollers","","","B Team","","","20653","2015-01-01","","Womens","Europe"
"26763","Battalion of Doom","","","B Team","","","3400","","","Womens","USA"
"18984","Battalion of Skates","","","B Team","","","8518","","","Womens","USA"
"8725","Battery Brigade","","","B Team","","","8118","","","Womens","USA"
"24429","Battle Betties","","","Home Team","","","3632","","2012-09-25","Womens","USA"
"21195","Battle Born B Team","","","B Team","","","8045","","2013-01-01","Womens","USA"
"8045","Battle Born Derby Demons","Battle Born","BBDD","Travel Team","Reno, NV","http://www.battlebornderbydemons.com/","","","","Womens","USA"
"13533","Battle Broads","","","B Team","","","4738","","","Womens","USA"
"18437","Battle Creek Cereal Killers","Battle Creek","BCCK","Travel Team","Battle Creek, MI","http://www.cerealkillersderby.com/","","2011-04-01","","Womens","USA"
"39959","Battle Creek Damzel Dolls","Damzel Dolls","BCDD","Travel Team","Battle Creek, MI","https://www.facebook.com/damzeldollzderby/about","","","","Junior","USA"
"14439","Battle Squad","","","B Team","","","3450","","","Womens","USA"
"25091","Battle Tarts Galactica","","","Home Team","","","24503","","2012-01-01","Womens","Australia"
"80553","Battlefield Roller Derby","Battlefield","BRD","Travel Team","Manassas, VA","","","","","Womens","USA"
"35936","Battlefords Roller Derby League","Battlefords","BRDL","Travel Team","North Battleford, SK, Canada","https://www.facebook.com/pages/Battlefords-Roller-Derby-League/","","2012-10-04","","Womens","Canada"
"22427","Battleground Betties","","","Home Team","","","10152","","","Womens","USA"
"8097","Battlescar Galactica","","","Home Team","","http://fmderbygirls.com/teams/battlescar-galactica/","8095","","","Womens","USA"
"7381","Battlestars","","","B Team","","","3419","","","Womens","USA"
"12688","Bavarian Barbarians","","","Home Team","","http://www.eastkootenayrollerderby.com/p/bavarian-barbarians.html","12627","","","Womens","Canada"
"3404","Bay Area Derby","Bay Area","BAD","Travel Team","Oakland, CA","http://www.bayareaderbygirls.com/","","","","Womens","USA"
"23500","Bay Area Plan B","","","Exhibition Team","","","3404","","2010-01-01","Womens","USA"
"62637","Bay Area Star Stompers Roller Derby","Bay Area Star Stompers","BASS","Travel Team","Coos Bay, OR","https://www.facebook.com/pages/Bay-Area-Star-Stompers-Roller-Derby/272258752935444","","2015-01-01","","Womens","USA"
"18769","Bay City Rollers","Bay City","BCR","Travel Team","Hawke's Bay, New Zealand","http://www.baycityrollers.co.nz/","","","","Womens","New Zealand"
"24092","Bay Rollers Roller Derby","Bay Rollers","TBRD","Travel Team","Byron Bay, NSW, Australia","http://bayrollers.com/home.cfm","","2010-04-01","","Womens","Australia"
"14228","Bay State Brawlers","Bay State Brawlers","BSB","Travel Team","Lancaster, MA","http://www.baystatebrawlers.com/","","2008-01-01","","Womens","USA"
"25762","Bayou Bombshells","","","Home Team","","","25390","","","Womens","USA"
"7839","Bayou City Bosses","","","Home Team","","http://www.houstonrollerderby.com/index.php/teams/bayou-city-bosses/","3421","","","Womens","USA"
"8601","Bayou Outlaw Rollergirls","Bayou","BORG","Travel Team","Orange, TX","http://www.bayououtlawrollergirls.com/About_Roller_Derby.html","","2010-01-01","2013-01-01","Womens","USA"
"53888","Bazooka Janes","","","B Team","","","9801","","","Womens","Canada"
"8002","Beach Brawl SK8R Dolls","Beach Brawl","BBSD","Travel Team","Fort Walton Beach, FL","http://www.bbsdrollerderby.com/","","","","Womens","USA"
"12466","Beach Brawlers","","","B Team","","","9012","","2013-01-01","Womens","USA"
"30504","Beach Cities Roller Derby","Beach Cities","BCRD","Travel Team","Redondo Beach, CA","http://www.beachcitiesrollerderby.com/","","2012-04-20","","Womens","USA"
"22517","Beach City Rollers","","","Home Team","","http://www.facebook.com/pages/Beach-city-rollers/465246576859959","11040","","2014-02-22","Womens","Europe"
"24355","Beach Flat Betties","","","Home Team","","","3638","","2009-12-31","Womens","USA"
"7734","Bear City Roller Derby","Bear City","BCRD","Travel Team","Berlin, Germany","http://bearcityrollerderby.com/","","","","Womens","Europe"
"69064","Bear City Roller Derby","","","Exhibition Team","","","7734","","","Womens","Europe"
"19112","Beastie Derby Girls","Reims","BDG","Travel Team","Reims, France","http://beastiederbygirls.com/","","","","Womens","Europe"
"17769","Beasts of Bodmin","","","Exhibition Team","","http://www.facebook.com/pages/The-Beasts-of-Bodmin/283799745061377","","2012-02-01","","Womens","Europe"
"75919","Beastside","","","B Team","","","18136","2016-03-01","","Womens","Europe"
"14842","Beat City Bedrockers","","","B Team","","","14233","","","Womens","USA"
"10359","Beat Down","","","B Team","","","5917","","","Womens","USA"
"27526","Beauties","","","B Team","","","14802","","2015-07-01","Womens","USA"
"64476","Beauty School Dropouts","","","Home Team","","http://capitalcityderbydolls.com/teams/beauty-school-dropouts/","8729","","","Womens","Canada"
"7584","Beauty School Knockouts","","","Home Team","","http://www.sydneyrollerderby.com/teams_bsk.html","7583","","2013-12-31","Womens","Australia"
"25337","Beckley Area Derby Dames","Beckley","BADD","Travel Team","Beckley, WV","http://www.beckleyareaderbydames.com/","","2011-10-01","","Womens","USA"
"7735","Bedfordshire Rollergirls","Bedfordshire","BRD","Travel Team","Bedford, UK","http://www.bedfordshirerollergirls.com/","","","","Womens","Europe"
"25419","Bee Team","","","Exhibition Team","","","","","","Womens","USA"
"16545","Beelzebubs","","","B Team","","","9848","","","Womens","Canada"
"35838","Beet City Bombers","Beet City","BCB","Travel Team","Nampa, ID","https://www.facebook.com/beetcitybombers/info","","2012-02-01","","Womens","USA"
"20657","Belfast City Rockets","Belfast City","BCR","Travel Team","Belfast, Northern Ireland","http://www.belfastcityrockets.co.uk/","","","","Womens","Europe"
"8934","Belfast Roller Derby","Belfast","BRD","Travel Team","Belfast, Northern Ireland","http://belfastrollerderby.net/","","","","Womens","Europe"
"8637","Bella Donnas","","","B Team","","http://www.olyrollers.com/teams/BellaDonnas.html","3446","","2015-03-01","Womens","USA"
"32462","Belladonnas","","","B Team","","","12696","","","Womens","USA"
"47726","Belladonnas","","","Home Team","","","15482","","2015-04-01","Womens","USA"
"9799","Belle City Roller Girls","Belle City","BCRG","Travel Team","Brantford, ON, Canada","http://www.bellecity.ca","","","2013-01-01","Womens","Canada"
"9076","Belles N Bombshells","Bombshells","BNBRD","Travel Team","Montgomery, Al","http://bellesnbombshells.yolasite.com/","","2009-07-01","2010-12-31","Womens","USA"
"18585","Belles of the Brawl","","","Home Team","","http://www.evesofdestructionrollerderby.com/","9805","","","Womens","Canada"
"48641","Belleville Roller Derby","Belleville","BRD","Travel Team","Belleville, ON, Canada","http://www.bellevillerollerderby.com/","","2013-06-01","","Womens","Canada"
"23769","Bellingham FLASH","","","B Team","","","3464","","","Womens","USA"
"3464","Bellingham Roller Betties","Bellingham","BRB","Travel Team","Bellingham, WA","http://www.bellinghamrollerbetties.com/","","","","Womens","USA"
"8084","Bells of Mayhem","","","Home Team","","","8083","","2012-01-01","Womens","Europe"
"27512","Belmont Bruisers","","","B Team","","http://www.charlottesvillederbydames.com/team/bruisers/","8140","","","Womens","USA"
"15326","Beloit Bombshells","Beloit Bombshells","BB","Travel Team","Beloit, WI","http://www.beloitbombshells.com/","","2012-06-07","","Womens","USA"
"11449","Beltway Betties","","","Home Team","","http://novarollerderby.com/the-team/the-beltway-betties/","11446","","2014-03-23","Womens","USA"
"20689","Bembel Town Rollergirls","Bembeltown","BTR","Travel Team","Frankfurt a.M., Germany","http://www.bembel-town-rollergirls.de/","","","","Womens","Europe"
"25874","Benton County Roller Derby (Men's)","Benton County (Men's)","BCDD","Travel Team","Springdale, AR","http://www.bcddrollerderby.com/","","2012-12-08","2015-07-01","Mens","USA"
"25873","Benton County Roller Derby (Women's)","Benton County","BCDD","Travel Team","Springdale, AR","http://www.bcddrollerderby.com/","","2012-01-01","2015-05-14","Womens","USA"
"38906","Bergen Roller Derby","Bergen","BRD","Travel Team","Bergen, Norway","https://www.facebook.com/WetCityRollersBergenRollerDerby","","","","Womens","Europe"
"7598","Berkeley Resistance","","","Home Team","","http://www.bayareaderbygirls.com/teams/berkeley-resistance","3404","","","Womens","USA"
"58770","Berlin Rollergirls","Berlin Rollergirls","Berlin RG","Travel Team","Berlin, Germany","https://www.facebook.com/#!/berlinrollergirls","","","","Womens","Europe"
"19123","Berry Roller Derby","Furies","BRD","Travel Team","Bourges, France","http://berryrollerderby.tumblr.com/","","","","Womens","Europe"
"49422","BERZERKER","","","Exhibition Team","","","","","","Coed","USA"
"27115","Berzerkers","","","Home Team","","","3420","","2009-01-01","Womens","USA"
"37904","Berzerkers","","","B Team","","","10400","2013-09-08","","Womens","USA"
"9868","Berzerkhers","","","Home Team","","","9304","","","Womens","Canada"
"87967","Beta Test Brummies","","","B Team","","","17631","2016-11-01","","Mens","Europe"
"25875","Bethel Roller Derby","Bethel","BRD","Travel Team","Bethel, AK","https://www.facebook.com/pages/Bethel-Roller-Derby/322725964416070?sk=info","","2012-01-08","","Womens","USA"
"52827","BeWitches","","","B Team","","","18711","","2015-01-01","Womens","Australia"
"25876","Bexar County Roller Girls","Bexar County","BCRG","Travel Team","San Antonio, TX","http://www.bexarcountyrollergirls.org/","","","2014-06-15","Womens","USA"
"8950","Big Bucks High Rollers","High Rollers","BBHR","Travel Team","High Wycombe, UK","http://www.bigbuckshighrollers.com/","","","","Womens","Europe"
"22690","Big Dam Rollers","","","B Team","","","8628","","2014-06-08","Womens","USA"
"8833","Big Easy Black","","","Exhibition Team","","","3397","","2008-01-01","Womens","USA"
"3397","Big Easy Rollergirls","Big Easy","BERG","Travel Team","New Orleans, LA","http://www.bigeasyrollergirls.com/","","","","Womens","USA"
"8832","Big Easy White","","","Exhibition Team","","","3397","","2008-01-01","Womens","USA"
"37185","Big Horn Banshees","Big Horn","BHB","Travel Team","Powell, WY","","","2013-08-18","2013-10-16","Womens","USA"
